job,agent,model,dataset,task,trial_dir,reward,status
2026-02-18__11-54-04,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_1183617651,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp__RXKSR7s,,error
2026-02-18__11-54-04,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_1451288220,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d__My7YZPm,,error
2026-02-18__11-54-04,codex,o4-mini,summary_qa,rs2108622_655385400,rs2108622_655385400__eFaXCwJ,,error
2026-02-18__11-55-13,codex,o4-mini,summary_qa,cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_1183630065,cyp2c19_1_cyp2c19_2_cyp2c19_3_cy__hSrzVDd,0.0,fail
2026-02-18__11-55-13,codex,o4-mini,summary_qa,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_981238341,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c__naLPBEj,0.0,fail
2026-02-18__11-55-13,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_1183617651,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp__YMZPWFP,0.0,fail
2026-02-18__11-55-13,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_1451288220,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d__RpvucRa,0.0,fail
2026-02-18__11-55-13,codex,o4-mini,summary_qa,rs2108622_655385400,rs2108622_655385400__WpUAXzQ,0.0,fail
2026-02-18__12-48-51,codex,o3-mini,summary_qa,cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_1183630065,cyp2c19_1_cyp2c19_2_cyp2c19_3_cy__sBYwKKJ,0.0,fail
2026-02-18__12-48-51,codex,o3-mini,summary_qa,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_981238341,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c__mj8rZKr,0.0,fail
2026-02-18__12-48-51,codex,o3-mini,summary_qa,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_1183617651,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp__EV5ckek,0.0,fail
2026-02-18__12-48-51,codex,o3-mini,summary_qa,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_1451288220,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d__xbSZG9Q,0.0,fail
2026-02-18__12-48-51,codex,o3-mini,summary_qa,rs2108622_655385400,rs2108622_655385400__BEGJd9e,0.0,fail
2026-02-19__14-24-30,claude-code,,cpic_reproduction,cyp2c9_piroxicam_7590063,cyp2c9_piroxicam_7590063__zGz76Ar,0.6666666666666666,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,cyp2d6_atomoxetine_7588715,cyp2d6_atomoxetine_7588715__J4FUxw7,0.3333333333333333,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,cyp2d6_nortriptyline_7589832,cyp2d6_nortriptyline_7589832__t9jk6kk,0.3333333333333333,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,dpyd_capecitabine_7589442,dpyd_capecitabine_7589442__9wCBhv2,0.3333333333333333,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,dpyd_capecitabine_7589444,dpyd_capecitabine_7589444__PyDHVvW,1.0,pass
2026-02-19__14-24-30,claude-code,,cpic_reproduction,dpyd_capecitabine_7589445,dpyd_capecitabine_7589445__8fPd2ko,1.0,pass
2026-02-19__14-24-30,claude-code,,cpic_reproduction,g6pd_nitrofurantoin_7589816,g6pd_nitrofurantoin_7589816__rK59uD8,0.6666666666666666,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,g6pd_nitrofurantoin_7589817,g6pd_nitrofurantoin_7589817__YGTvD3P,0.3333333333333333,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,mt_rnr1_netilmicin_7588438,mt_rnr1_netilmicin_7588438__XdFBkfD,0.3333333333333333,partial
2026-02-19__14-24-30,claude-code,,cpic_reproduction,mt_rnr1_tobramycin_7588429,mt_rnr1_tobramycin_7588429__NimexCA,0.3333333333333333,partial
2026-02-19__18-22-38,claude-code,,evidence_benchmark,cacna1s_ryr1_enflurane_7589152,cacna1s_ryr1_enflurane_7589152__yz3j3B2,0.25,partial
2026-02-19__18-22-38,claude-code,,evidence_benchmark,cacna1s_ryr1_methoxyflurane_7589173,cacna1s_ryr1_methoxyflurane_7589__uejRbHT,0.25,partial
2026-02-19__18-28-36,claude-code,,evidence_benchmark,cacna1s_ryr1_desflurane_7589138,cacna1s_ryr1_desflurane_7589138__DKwBaKs,0.25,partial
2026-02-19__18-28-36,claude-code,,evidence_benchmark,dpyd_fluorouracil_7589438,dpyd_fluorouracil_7589438__wZLooiz,0.25,partial
2026-02-19__18-33-28,claude-code,,evidence_benchmark,cacna1s_ryr1_desflurane_7589138,cacna1s_ryr1_desflurane_7589138__UBhj2rb,1.0,pass
2026-02-19__18-33-28,claude-code,,evidence_benchmark,cyp2b6_efavirenz_7589434,cyp2b6_efavirenz_7589434__iCA788j,1.0,pass
2026-02-19__18-33-28,claude-code,,evidence_benchmark,dpyd_fluorouracil_7589438,dpyd_fluorouracil_7589438__ZTtsR77,1.0,pass
2026-02-19__18-33-28,claude-code,,evidence_benchmark,slco1b1_simvastatin_7590175,slco1b1_simvastatin_7590175__ot7P8Es,0.75,partial
2026-02-19__18-33-28,claude-code,,evidence_benchmark,ugt1a1_atazanavir_7588705,ugt1a1_atazanavir_7588705__Nh4pMzA,1.0,pass
2026-02-19__22-45-59,claude-code,,cpic_zero_context,cyp2c9_piroxicam_7590063,cyp2c9_piroxicam_7590063__8so4BEY,0.3333333333333333,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,cyp2d6_atomoxetine_7588715,cyp2d6_atomoxetine_7588715__6qAheBG,0.3333333333333333,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,cyp2d6_nortriptyline_7589832,cyp2d6_nortriptyline_7589832__vns5gSh,0.3333333333333333,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,dpyd_capecitabine_7589442,dpyd_capecitabine_7589442__NkCZEC2,0.3333333333333333,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,dpyd_capecitabine_7589444,dpyd_capecitabine_7589444__PGeVQ5C,1.0,pass
2026-02-19__22-45-59,claude-code,,cpic_zero_context,dpyd_capecitabine_7589445,dpyd_capecitabine_7589445__aodjVcX,1.0,pass
2026-02-19__22-45-59,claude-code,,cpic_zero_context,g6pd_nitrofurantoin_7589816,g6pd_nitrofurantoin_7589816__2wivwvp,0.6666666666666666,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,g6pd_nitrofurantoin_7589817,g6pd_nitrofurantoin_7589817__BhqkbYY,0.3333333333333333,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,mt_rnr1_netilmicin_7588438,mt_rnr1_netilmicin_7588438__Luha4rH,0.3333333333333333,partial
2026-02-19__22-45-59,claude-code,,cpic_zero_context,mt_rnr1_tobramycin_7588429,mt_rnr1_tobramycin_7588429__xHHtEvh,0.3333333333333333,partial
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_desflurane_7589138,cacna1s_ryr1_desflurane_7589138__KuYMaEc,1.0,pass
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_desflurane_7589139,cacna1s_ryr1_desflurane_7589139__UrHns3T,1.0,pass
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_enflurane_7589153,cacna1s_ryr1_enflurane_7589153__CJcfvxg,0.75,partial
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589179,cacna1s_ryr1_sevoflurane_7589179__C8Meo2H,1.0,pass
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589183,cacna1s_ryr1_sevoflurane_7589183__rNVB8bi,1.0,pass
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589184,cacna1s_ryr1_sevoflurane_7589184__tSwzdm6,0.75,partial
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_succinylcholine_7589190,cacna1s_ryr1_succinylcholine_758__WUyvNV7,1.0,pass
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589443,dpyd_capecitabine_7589443__vfDNVtU,1.0,pass
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589444,dpyd_capecitabine_7589444__sDKExon,0.5,partial
2026-02-19__22-58-33,claude-code,,cpic_evidence_benchmark,slco1b1_lovastatin_7589750,slco1b1_lovastatin_7589750__T32qeFL,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cftr_ivacaftor_7589748,cftr_ivacaftor_7589748__ixfbWBN,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cftr_ivacaftor_7589749,cftr_ivacaftor_7589749__nWz7CKW,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2b6_efavirenz_7589431,cyp2b6_efavirenz_7589431__nZLWy4P,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c19_clopidogrel_7589085,cyp2c19_clopidogrel_7589085__WL8KssU,0.0,fail
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c19_lansoprazole_7589853,cyp2c19_lansoprazole_7589853__r4tRAyC,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c19_omeprazole_7589847,cyp2c19_omeprazole_7589847__We28Gem,0.75,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c19_pantoprazole_7589862,cyp2c19_pantoprazole_7589862__uRgHTvD,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c19_voriconazole_7590501,cyp2c19_voriconazole_7590501__ELi44fF,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c19_voriconazole_7590506,cyp2c19_voriconazole_7590506__qxbVPvq,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c9_celecoxib_7588807,cyp2c9_celecoxib_7588807__jwTSLTw,0.75,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c9_celecoxib_7588809,cyp2c9_celecoxib_7588809__N9sgjA5,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c9_lornoxicam_7588825,cyp2c9_lornoxicam_7588825__gFNasnA,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c9_piroxicam_7590063,cyp2c9_piroxicam_7590063__3dphzgc,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c9_tenoxicam_7590212,cyp2c9_tenoxicam_7590212__hJ5rxbz,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2c9_tenoxicam_7590214,cyp2c9_tenoxicam_7590214__tXJyxY4,0.75,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2d6_atomoxetine_7588715,cyp2d6_atomoxetine_7588715__3nPiLhB,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2d6_atomoxetine_7588739,cyp2d6_atomoxetine_7588739__GwaZ6vT,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2d6_nortriptyline_7589826,cyp2d6_nortriptyline_7589826__nnYwMx3,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2d6_nortriptyline_7589832,cyp2d6_nortriptyline_7589832__5hSPU4A,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,cyp2d6_ondansetron_7589872,cyp2d6_ondansetron_7589872__52hfyue,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,dpyd_capecitabine_7589442,dpyd_capecitabine_7589442__dkZuMDF,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,dpyd_capecitabine_7589444,dpyd_capecitabine_7589444__Gvch8fE,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,dpyd_capecitabine_7589445,dpyd_capecitabine_7589445__qHTpKhG,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,dpyd_fluorouracil_7589437,dpyd_fluorouracil_7589437__EQv6YdM,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,dpyd_fluorouracil_7589438,dpyd_fluorouracil_7589438__HWxZrhn,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_methylene_blue_7589787,g6pd_methylene_blue_7589787__ZPgUxHJ,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_methylene_blue_7589788,g6pd_methylene_blue_7589788__zjenYuN,0.75,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_nitrofurantoin_7589816,g6pd_nitrofurantoin_7589816__3hnYgxD,0.75,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_nitrofurantoin_7589817,g6pd_nitrofurantoin_7589817__295Z3tS,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_pegloticase_7589131,g6pd_pegloticase_7589131__4jRLUN4,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_primaquine_7590078,g6pd_primaquine_7590078__AWzuqRN,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_primaquine_7590079,g6pd_primaquine_7590079__vc75zES,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_rasburicase_7589133,g6pd_rasburicase_7589133__h2SG2uP,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_rasburicase_7589134,g6pd_rasburicase_7589134__veUuHjd,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_rasburicase_7589135,g6pd_rasburicase_7589135__YCWUFCP,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_tafenoquine_7590183,g6pd_tafenoquine_7590183__sA8ZKmd,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_tafenoquine_7590185,g6pd_tafenoquine_7590185__MCmFFxZ,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_toluidine_blue_7590243,g6pd_toluidine_blue_7590243__gvyaQkq,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,g6pd_toluidine_blue_7590244,g6pd_toluidine_blue_7590244__odai7tz,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,hla_b_abacavir_7588406,hla_b_abacavir_7588406__XS4fVxD,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_netilmicin_7588436,mt_rnr1_netilmicin_7588436__cEWZdMd,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_netilmicin_7588438,mt_rnr1_netilmicin_7588438__vgjSqBL,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_ribostamycin_7588439,mt_rnr1_ribostamycin_7588439__X3rTGYB,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_ribostamycin_7588440,mt_rnr1_ribostamycin_7588440__5zBBQqz,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_ribostamycin_7588441,mt_rnr1_ribostamycin_7588441__sXbmCF5,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_streptomycin_7588426,mt_rnr1_streptomycin_7588426__a8htrb2,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_tobramycin_7588428,mt_rnr1_tobramycin_7588428__USrtava,1.0,pass
2026-02-19__23-51-11,claude-code,,cpic_zero_context,mt_rnr1_tobramycin_7588429,mt_rnr1_tobramycin_7588429__oHvnjVp,0.25,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,nat2_hydralazine_7589516,nat2_hydralazine_7589516__BiRZ4xC,0.5,partial
2026-02-19__23-51-11,claude-code,,cpic_zero_context,nat2_hydralazine_7589517,nat2_hydralazine_7589517__GU7ZqWJ,0.25,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_desflurane_7589138,cacna1s_ryr1_desflurane_7589138__obFpQ5V,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_desflurane_7589139,cacna1s_ryr1_desflurane_7589139__c5QeM8q,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_enflurane_7589152,cacna1s_ryr1_enflurane_7589152__359nL98,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_enflurane_7589153,cacna1s_ryr1_enflurane_7589153__yhzFPgm,0.4,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_methoxyflurane_7589174,cacna1s_ryr1_methoxyflurane_7589__EFQvSCj,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_methoxyflurane_7589172,cacna1s_ryr1_methoxyflurane_7589__rNS6tax,0.2,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_methoxyflurane_7589175,cacna1s_ryr1_methoxyflurane_7589__wSVUofR,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_methoxyflurane_7589173,cacna1s_ryr1_methoxyflurane_7589__x73zYq5,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589178,cacna1s_ryr1_sevoflurane_7589178__zBbc4tH,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589179,cacna1s_ryr1_sevoflurane_7589179__PthwufN,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589182,cacna1s_ryr1_sevoflurane_7589182__mm6xkV7,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589183,cacna1s_ryr1_sevoflurane_7589183__8J2UfpK,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589184,cacna1s_ryr1_sevoflurane_7589184__CMYoXVJ,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589185,cacna1s_ryr1_sevoflurane_7589185__Zjy3A9X,0.4,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_succinylcholine_7589191,cacna1s_ryr1_succinylcholine_758__6CqKRVw,1.0,pass
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_succinylcholine_7589190,cacna1s_ryr1_succinylcholine_758__uJ33tAr,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589442,dpyd_capecitabine_7589442__NWkGL9w,0.8,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589443,dpyd_capecitabine_7589443__JUoTk2q,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589444,dpyd_capecitabine_7589444__N2at3kf,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589445,dpyd_capecitabine_7589445__j896qu9,0.4,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,dpyd_fluorouracil_7589440,dpyd_fluorouracil_7589440__ocWJiZz,0.4,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,slco1b1_lovastatin_7589750,slco1b1_lovastatin_7589750__PcwoV3h,0.6,partial
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,slco1b1_lovastatin_7589751,slco1b1_lovastatin_7589751__JsBR6iR,,error
2026-02-20__00-32-10,claude-code,,cpic_evidence_benchmark,slco1b1_pitavastatin_7590071,slco1b1_pitavastatin_7590071__YU2hPd7,1.0,pass
2026-02-20__00-53-43,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_desflurane_7589139,cacna1s_ryr1_desflurane_7589139__N5hQiNG,1.0,pass
2026-02-20__00-53-43,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_enflurane_7589153,cacna1s_ryr1_enflurane_7589153__eqmb3M4,0.4,partial
2026-02-20__00-53-43,claude-code,,cpic_evidence_benchmark,cacna1s_ryr1_sevoflurane_7589183,cacna1s_ryr1_sevoflurane_7589183__ehgCkTo,1.0,pass
2026-02-20__00-53-43,claude-code,,cpic_evidence_benchmark,dpyd_capecitabine_7589443,dpyd_capecitabine_7589443__AJoQA8F,0.2,partial
2026-02-20__00-53-43,claude-code,,cpic_evidence_benchmark,slco1b1_lovastatin_7589750,slco1b1_lovastatin_7589750__XtBpske,0.8,partial
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10026301,pmc10026301__jNQB8Cx,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10031538,pmc10031538__HXp9zyJ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10038974,pmc10038974__JKkpEaQ,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10039478,pmc10039478__5vMGX8p,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10049548,pmc10049548__Ro7Sf45,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10058912,pmc10058912__jVgwE5G,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10085626,pmc10085626__vDeJpHQ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10089949,pmc10089949__cB4btTT,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10091789,pmc10091789__8AHPdeJ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10099095,pmc10099095__meEHpdr,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10139129,pmc10139129__BP5G4xi,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10139887,pmc10139887__dCsUPdv,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10145266,pmc10145266__4HcoTyU,,error
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10145266,pmc10145266__ZiEuozX,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10151137,pmc10151137__DAKD5As,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10152845,pmc10152845__xV58TFi,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10154044,pmc10154044__hcZsEaS,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10159199,pmc10159199__ScpNAR3,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10163902,pmc10163902__R3rBRCi,,error
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10163902,pmc10163902__wvWCfMM,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10179231,pmc10179231__sa73Pps,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10189794,pmc10189794__C8Gh5Ha,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10189922,pmc10189922__7vLAouB,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10193607,pmc10193607__UMhKj58,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10196221,pmc10196221__738xyZa,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10214567,pmc10214567__wVchj9g,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10214954,pmc10214954__qAzRsTu,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10216814,pmc10216814__JGAypof,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10230242,pmc10230242__VCbA8fG,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10234323,pmc10234323__3ZLL42b,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10244018,pmc10244018__JWBs22K,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10272067,pmc10272067__sqrkixZ,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10275785,pmc10275785__DUZHBU3,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10278212,pmc10278212__L7nvTq6,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10288459,pmc10288459__9gu55Ns,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc1029622,pmc1029622__VAd2eJK,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10298094,pmc10298094__JVt4erD,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10298263,pmc10298263__p7UnUgL,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10308004,pmc10308004__TgCRRas,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10309098,pmc10309098__KGA5zqP,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10309546,pmc10309546__gAwEFJE,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10318569,pmc10318569__FTes9qC,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10319068,pmc10319068__X33i9d7,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10327396,pmc10327396__7NE4H6c,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10337687,pmc10337687__KnBk7YE,1.0,pass
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10344568,pmc10344568__jZMvyBW,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10349379,pmc10349379__CNxMquA,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10349800,pmc10349800__wvuZXrX,0.0,fail
2026-02-20__02-40-26,claude-code,,pgx_drug_qa,pmc10350251,pmc10350251__HrFWLRf,0.0,fail
